Year;Date;Authors;Title;Domain;n Sources;Citation;RQ1;RQ2;RQ3;Survey;Data Elements;Data Category;Data Parent;Authors' Data Category;Modeling Approaches;Data Source;Data Source Category (Systems);Collection Methods;Category (Method);Init Data Source;Init Data Source Category (Systems);Init Collection Methods;Init Category (Method);Modelling Technique;Forgetting
2017;19/05/17;Meenakshi, K. and Sunder, R. and Kumar, Aditya and Sharma, Nitesh;An intelligent smart tutor system based on emotion analysis and recommendation engine;not specified;14;18;Yes;Yes;No;No;"interests; performance; feedback";"personal traits;  resource / assessment data;";"master data; (learning) output data;";---;---;"system; assessment;";"intelligent tutor system;";"automated collection; assessment-based;";"hybrid;";"assessment;";---;"assessment-based;";explicit;"predictive modeling; constraint-based modeling; cognitive theories; perturbation modeling;";---
2017;01/05/17;Maravanyika, Munyaradzi and Dlodlo, Nomusa and Jere, Nobert;An adaptive recommender-system based framework for personalised teaching and learning on e-learning platforms;not specified;28;52;Yes;Yes;No;Yes;"knowledge; learning preferences; learning styles; Cognitive style; Motivation; interests; Skills; capabilities; Bugs model; Demographic data";"personal traits; demographic & biographic data;";"cognitive characteristics; master data; affective & motivational characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2017;26/04/17;Ouf, Shimaa and Ellatif, Mahmoud Abd and Salama, S. E. and Helmy, Yehia;A proposed paradigm for smart learning environment based on semantic web;not specified;114;154;Yes;Yes;No;Yes;"learners needs; skills; learning history; device; preferences; knowledge; learning style; intellectual levels; personal information; performance; interests; learning goal; credentials; portfolio; relations; preference information; demographic information; biographic information; qualifications; certifications; ambitions; activity; work experience; interest; hobbies activities; competency; abilities; accessibility; academic achievement; goals; certification; learner's events; appointments; basic information; groups; projects; social network; general attributes; affiliation; academic information; management information; relationship information; security information; purposes of education; calendar; time; interaction; cognitive traits; personality; learner's background; behavior; learning process; environment; ecosystem; Identification";"personal traits; (learning) behaviour data; contextual data; demographic & biographic data;  resource / assessment data; identification data; interaction data; academic / educational data; social content data;";"master data; cognitive characteristics; (learning) output data; (system) environmental data; (social) interaction data;";---;---;---;---;---;---;---;---;---;---;---;---
2017;29/03/17;Andaloussi, Kenza Sakout and Capus, Laurence and Berrada, Ismail;Adaptive Educational Hypermedia Systems: Current Developments and Challenges;not specified;70;14;Yes;Yes;No;Yes;"learning style; demographic; psychological state; previous knowledge; interaction with the system";"personal traits; demographic & biographic data; physiological data; interaction data;";"master data; psychomotor & physiological data; cognitive characteristics; (social) interaction data;";---;---;---;---;---;---;---;---;---;---;---;---
2017;25/03/17;Zhao, Jichun and Chen, Lei and Guo, Jianxin;Research and construction of personalized user interest model for distance learning;not specified;11;2;Yes;No;No;No;"user attribute information; learning behavior; profession; interests; learning record; learning plan; occupation; preference";"demographic & biographic data; (learning) behaviour data; interaction data; academic / educational data; personal traits;";"master data; (learning) output data; (social) interaction data;";---;- Ontology;---;---;---;---;---;---;---;---;---;---
2017;13/03/17;Hansen, Cecilie Johanne Slokvik and Wasson, Barbara and Skretting, Hans and Netteland, Grete and Hirnstein, Marina;When Learning is High Stake;adult learning;7;3;No;Yes;Yes;No;---;---;---;---;---;"assessment;";---;"assessment-based;";"explicit;";---;---;---;---;"overlay modeling; classification; predictive modeling;";care about the renewal of certifications, so there is some sense of forgetting
2017;07/03/17;Barria-Pineda, Jordan and Guerra, Julio and Huang, Yun and Brusilovsky, Peter;Concept-Level Knowledge Visualization For Supporting Self-Regulated Learning;higher education;5;16;Yes;Yes;No;No;knowledge;---;"cognitive characteristics;";---;---;"system; assessment;";"other;";"automated collection; assessment-based;";"hybrid;";"system; assessment;";"other;";"automated collection;";"implicit;";"uncertainty modeling; predictive modeling;";---
2016;05/12/16;Bent, Oliver and Dey, Prasenjit and Weldemariam, Komminist and Mohania, Mukesh K.;Modeling user behavior data in systems of engagement;not specified;32;16;Yes;Yes;No;No;"interaction events; sensor; learner opinion; engagement; learning styles; learning preferences; ACCELEROMETER; MICROPHONE; LIGHT SENSOR; GPS; learners context";"interaction data; personal traits; physiological data; contextual data;";"(social) interaction data; affective & motivational characteristics; master data; psychomotor & physiological data; (system) environmental data;";---;---;"sensors & wearables;  system; observation source;";"collaborative learning environment; mobile system;";"automated collection; observation;";"implicit;



";---;---;---;---;"predictive modeling;";---
2016;01/12/16;Zhu, Yan and Liu, Song and Guo, Han and Jin, Shuaijun;Design of Adaptive Electrician Learning System Based on User Model;vocational/professional training;5;1;Yes;Yes;No;No;"knowledge; preferences; interest; basic information; learning style; cognitive level; learning process; learning behavior; learning history; media types; learning time; access times; education level; occupation; Background; proficiency; cognitive ability; understanding; preference resource; Learning path; browsing time";"personal traits; (learning) behaviour data; interaction data; technical usage data; academic / educational data; demographic & biographic data;";"cognitive characteristics; master data; (learning) output data; (social) interaction data; (system) environmental data;";---;---;"system; assessment;";"adaptive learning system;";"assessment-based; automated collection;";"hybrid;";"self-report;";---;"self-reporting;";explicit;"ontology;";---
2016;22/11/16;Ripin, Faizal Hazri Mat and Mokhtar, Rahmah and Zain, Wahidah Mohd;Adaptive Tutoring System User Preferences: Does Gender Matter?;higher education;21;0;Yes;Yes;No;Yes;gender;"demographic & biographic data;";"master data;";---;---;---;---;---;---;---;---;---;---;---;---
2016;06/11/16;Ferreira, Hiran Nonato M. and Brant-Ribeiro, Taffarel and Araújo, Rafael Dias and Dorça, Fabiano Azevedo and Cattelan, Renan G.;An Automatic and Dynamic Student Modeling Approach for Adaptive and Intelligent Educational Systems Using Ontologies and Bayesian Networks;higher education;42;31;Yes;Yes;No;No;"personal information; behavior; context; progress; knowledge; learning styles; preferences; affective characteristics; activities; environment; collaboration; gamification; followed path; device; location; errors; misconceptions";"demographic & biographic data; (learning) behaviour data; contextual data; personal traits; interaction data;";"master data; (learning) output data; (system) environmental data; cognitive characteristics; affective & motivational characteristics; (social) interaction data;";"- personal information
- behavior
- context
- progress/knowledge";- hybrid model using ontology + Bayesian Network;"system;";"adaptive learning system; intelligent tutor system;";"automated collection;";"implicit;";---;---;---;---;"ontology; uncertainty modeling;";---
2016;29/10/16;Cheng, Yan and Zeng, Gui and Xu, Wei Sheng and {YuanWeng;Research on the interest mining and cluster grouping based on the knowledge point;higher education;11;0;Yes;Yes;No;No;"interest; knowledge; personal information; contact; preference; learning time";"personal traits; demographic & biographic data; (learning) behaviour data; interaction data;";"master data; cognitive characteristics; (learning) output data; (social) interaction data;";---;---;"system;";"learning management system / virtual learning environment;";"automated collection;";implicit;---;---;---;---;"clustering;";---
2016;24/10/16;Elghouch, Nihad and En-Naimi, El Mokhtar and Seghroucheni, Yassine Zaoui and El Mohajir, Badr Eddine and Achhab, Mohammed Al;ALS_CORR[LP]: An adaptive learning system based on the learning styles of Felder-Silverman and a Bayesian network;higher education;13;10;Yes;Yes;No;No;"learning styles; prerequisites; basic information; test result; learners browsing history";"personal traits;  resource / assessment data; technical usage data;";"master data; (learning) output data; (system) environmental data;";---;---;"system;";"adaptive learning system;";"automated collection;";"implicit;";"assessment; self-report;";---;"assessment-based; self-reporting;";"explicit;";"uncertainty modeling;";---
2016;12/10/16;Abdo, Nafisa and Noureldien, Noureldien A.;Evolution of dynamic user models for adaptive educational hypermedia system (AEHS);not specified;37;4;Yes;No;No;Yes;"personal data; demographic information; geographic information; knowledge; favorites; learning style; learning environment; interest; aptitudes; Background; Experience; Preferences; Interests; Goals; Tasks; Personality Traits; Cognitive Traits; Abilities; Disabilities; Behavior; Emotion; Social";"demographic & biographic data; contextual data; personal traits; technical usage data; academic / educational data;  resource / assessment data; (learning) behaviour data; social content data; interaction data;";"master data; (system) environmental data; cognitive characteristics; (learning) output data; affective & motivational characteristics; (social) interaction data;";---;---;---;---;---;---;---;---;---;---;---;---
2016;08/09/16;Abyaa, Abir and Idrissi, Mohammed Khalidi and Bennani, Samir;Towards an adult learner model in an online learning environment;adult learning;16;12;Yes;Yes;No;No;;---;---;---;---;"external source; system; self-report; third party; sensors & wearables; assessment;";"adaptive learning system;";"automated collection; self-reporting; assessment-based; third-party reporting;";"hybrid;";"external source; system; self-report; third party; sensors & wearables; assessment;";"adaptive learning system;";"automated collection; self-reporting; assessment-based; third-party reporting;";"hybrid;";---;---
2016;07/08/16;Paiva, Ranilson and Bittencourt, Ig Ibert and Tenório, Thyago and Jaques, Patricia and Isotani, Seiji;What do students do on-line? Modeling students' interactions to improve their learning experience;not specified ;47;81;Yes;Yes;No;No;"interactions; students level";"interaction data; academic / educational data;";"(social) interaction data; master data;";---;---;"system; ";"game-based system; personalized learning environment / recommender system;";---;"implicit;



";---;---;---;---;"classification; clustering;";---
2016;13/07/16;Huang, Yun;Deeper Knowledge Tracing by Modeling Skill Application Context for Better Personalized Learning;higher education;15;13;Yes;Yes;Yes;No;---;---;---;---;"- Bayesian network (BN)
- The O nodes (shaded)";"system; assessment;";"personalized learning environment / recommender system;";"automated collection; assessment-based;";"implicit;";"system; assessment;";"personalized learning environment / recommender system;";"third-party reporting;";"implicit;";---;---
2016;13/07/16;Huang, Yun and Yudelson, Michael and Han, Shuguang and He, Daqing and Brusilovsky, Peter;A Framework for Dynamic Knowledge Modeling in Textbook-Based Learning;not specified ;44;30;Yes;Yes;No;No;"knowledge; performance data";"resource / assessment data;";"cognitive characteristics; (learning) output data;";---;"- logistic regression models
- Knowledge Tracing (KT) [13]
- hidden Markov model (HMM) [34]";"system;";"personalized learning environment / recommender system;";"automated collection;";"implicit;";---;---;---;---;"predictive modeling; uncertainty modeling; overlay modeling;";---
2016;24/06/16;Cheng, Yan and Zeng, Gui and Xu, Wei-Sheng and Weng, Quan-Yuan;Personalized Learning Research on Interest-Driven in Virtual Learning Community;not specified;12;0;Yes;No;No;No;"personal information; preference";"demographic & biographic data; personal traits;";"master data;";---;- k-means;---;---;---;---;---;---;---;---;---;---
2016;27/05/16;Ishak, Mohd Khairulanwar and Ahmad, Nor Bahiah;Enhancement of Learning Management System with adaptive features;not specified;16;9;Yes;Yes;No;No;"learning style; knowledge level; personal details; assessment repository including result and score; activities performed; logs";"personal traits; demographic & biographic data;  resource / assessment data; (learning) behaviour data; technical usage data;";"master data; cognitive characteristics; (learning) output data; (system) environmental data;";---;---;"system; assessment; self-report;";"learning management system / virtual learning environment;";"automated collection; self-reporting; assessment-based;";"hybrid;";"self-report; system; assessment;";"learning management system / virtual learning environment;";"automated collection; self-reporting;";"hybrid;";---;---
2016;25/05/16;Iqbal, Yurian and Nurjanah, Dade;Adaptive navigation with knowledge tracing method;not specified;16;1;Yes;Yes;No;No;"learners’ knowledge; learner’s experience";"academic / educational data;";"cognitive characteristics; master data;";---;"- stereotype 
- overlay model";"system; assessment;";"adaptive learning system;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"overlay modeling; uncertainty modeling; predictive modeling;";---
2016;14/05/16;Hashemi, Mohammad and Herbert, John;A Pro-active and Dynamic Prediction Assistance Using BaranC Framework;not specified;8;3;Yes;Yes;No;No;"user interaction; devices";"interaction data; contextual data; physiological data;";"(social) interaction data; (system) environmental data; psychomotor & physiological data;";---;---;"system;";"mobile system;";"automated collection; ";"implicit;";---;---;---;---;"predictive modeling; classification; ";---
2016;01/05/16;Gooch, Daniel and Benton, Laura and Khaled, Rilla and Lukeš, Dominik and Vasalou, Asimina;Creating Bridges: The Role of Exploratory Design Research in an Intelligent Tutoring System Project;not specified;45;9;Yes;Yes;No;No;"interests; linguistic level; overlearning";"personal traits; academic / educational data;";"master data; cognitive characteristics;";---;---;---;---;---;---;"third party; observation source;";---;"observation; third-party reporting;";explicit;---;---
2016;25/04/16;Bull, Susan and Ginon, Blandine and Boscolo, Clelia and Johnson, Matthew;Introduction of Learning Visualisations and Metacognitive Support in a Persuadable Open Learner Model;higher education;46;89;No;Yes;No;No;---;---;---;---;---;"self-report; third party; system; assessment;";"other;";"third-party reporting; self-reporting; automated collection;";"hybrid;";"system;";"learning management system / virtual learning environment;";"automated collection; assessment-based;";"hybrid;";---;---
2016;25/04/16;Chaplot, Devendra Singh and Rhim, Eunhee and Kim, Jihie;Personalized Adaptive Learning Using Neural Networks;not specified;6;32;Yes;Yes;Yes;No;"Student performance data; student response";" resource / assessment data; interaction data;";"(learning) output data; (social) interaction data;";---;- NN;"system; assessment;";"adaptive learning system;";"automated collection; assessment-based;";"hybrid;";---;---;---;---;"predictive modeling;";---
2016;08/04/16;Pelánek, Radek;Applications of the Elo rating system in adaptive educational systems;not specified;44;202;Yes;Yes;Yes;Yes;"skill of students; student knowledge";---;"cognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;"Case study: use extension of Elo, which ""is also useful to incorporate forgetting"""
2016;16/03/16;Kurup, Lakshmi D. and Joshi, Abhijit and Shekhokar, Narendra;A review on student modeling approaches in ITS;not specified;13;8;Yes;No;Yes;Yes;performance;" resource / assessment data;";"(learning) output data;";---;- (Overlay Models, Bayesian Network, Correct First Attempt Rate (CFAR), Performance Factor Analysis (PFA), Tabling);---;---;---;---;---;---;---;---;---;Bayesian knowledge tracing assumes skill is 0
2015;21/12/15;Aitdaoud, Mohammed and Guerss, Fatima Zahra and Lmati, Imane and Namir, Abdelouahed and Talbi, Mohammed and Benlahmar, Habib and Achtaich, Naceur and Douzi, Khadija;Standardized modeling learners ontology «SLMonto» to support interactive learning environment;higher education;32;5;Yes;Yes;No;No;"prior knowledge; student performance; motivation; learning style; student preference; student personal data; Academic Preference; Personal information; Learning Goal; Motivation; Behavior";"resource / assessment data; personal traits; demographic & biographic data; (learning) behaviour data;";"cognitive characteristics; (learning) output data; affective & motivational characteristics; master data;";---;---;"system; assessment;";"learning management system / virtual learning environment;";"automated collection;";"implicit;";"self-report;";---;"self-reporting;";"explicit;";"ontology;";---
2016;21/12/15;Guettat, Belhassen and Farhat, Ramzi;An approach to assist learners to identify their learning objectives in personal learning environment (PLE);not specified;31;9;Yes;Yes;No;No;"personal information; previous knowledge; learning traces; learning objectives; preferences of the learner“";"demographic & biographic data; (learning) behaviour data;  resource / assessment data; personal traits;";"master data; cognitive characteristics; (learning) output data;";---;- ontology ;"system; self-report; assessment;";"personalized learning environment / recommender system;";"self-reporting; automated collection;";"hybrid;";"self-report;

";---;"self-reporting;";"explicit;";---;---
2016;21/12/15;Khenissi, Mohamed Ali and Essalmi, Fathi;Automatic generation of fuzzy logic components for enhancing the mechanism of learner's modeling while using educational games;not specified;22;8;Yes;Yes;No;No;working memory capacity;---;"cognitive characteristics;";---;---;"system;";"game-based system; other;";"automated collection;";"implicit;";---;---;---;---;"uncertainty modeling;";---
2016;23/11/15;Chou, Chih-Yueh and Tseng, Shu-Fen and Chih, Wen-Chieh and Chen, Zhi-Hong and Chao, Po-Yao and Lai, K. Robert and Chan, Chien-Lung and Yu, Liang-Chih and Lin, Yi-Lung;Open Student Models of Core Competencies at the Curriculum Level: Using Learning Analytics for Student Reflection;higher education;59;56;No;Yes;No;Yes;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
2016;10/11/15;Cocea, Mihaela and Magoulas, George D.;Participatory Learner Modelling Design: A methodology for iterative learner models development;not specified;92;16;Yes;Yes;No;No;user knowledge;---;"cognitive characteristics;";---;---;"system;";"adaptive learning system;";"automated collection;";"implicit;";---;---;---;---;---;---
2015;16/10/15;Wang, Liping and Zhao, Wei and Wei, Jiuhong and Jiang, Qiang and Liu, Hongxia;A Framework of Dynamic Visual Navigation for Subject Knowledge;not specified;9;0;Yes;Yes;No;No;"competencies; taken courses";"academic / educational data;  resource / assessment data;";"cognitive characteristics; master data; (learning) output data;";---;---;"system;";"other;";"automated collection;";"implicit;";---;---;---;---;"ontology;";---
2015;29/07/15;Luna, Vladimir and Quintero, Rolando and Torres, Miguel and Moreno-Ibarra, Marco and Guzmán, Giovanni and Escamilla, Imelda;An ontology-based approach for representing the interaction process between user profile and its context for collaborative learning environments;school;33;68;Yes;Yes;No;No;"personal information; demographic information; current position; academic degree; enrollment; academic interests; visits a site; location; activities; interacts; context";"demographic & biographic data; academic / educational data; identification data; personal traits; technical usage data; contextual data; (learning) behaviour data; interaction data;";"master data; (system) environmental data; (learning) output data; (social) interaction data;";---;- ontology;"system;";"collaborative learning environment;";"automated collection;";"implicit;";---;---;---;---;"ontology;";---
2015;22/07/15;Hu, Qingchun and Huang, Yong;The design of open learner model to improve interaction of peer assessment in online learning;higher education;20;6;Yes;Yes;No;No;"cognitive support; social support; students knowledge; misconceptions; interaction; learning performance; learning progress; goal";"social content data; interaction data; (learning) behaviour data;  resource / assessment data; personal traits;";"cognitive characteristics; (social) interaction data; (learning) output data; master data;";---;---;"system; assessment;";"other;";"assessment-based; third-party reporting;";"hybrid;";---;---;---;---;---;---
2015;22/07/15;Qinghong, Yang and Jing, Xie and Dule, Yuan;The research of personalized learning system based on ontology;not specified;5;1;No;Yes;Yes;No;---;---;---;---;- ontology;---;---;---;---;"self-report;";---;---;---;"ontology;";"use forgetting factor; half-life period"
2015;06/07/15;Zielinski, Andrea;A Utility-Based Semantic Recommender for Technology-Enhanced Learning;not specified;9;6;Yes;Yes;No;No;"learning history; learner’s preferences; knowledge; learning pace; connectivity; assessment results; EQF level; disabilities";"(learning) behaviour data; personal traits; contextual data;  resource / assessment data;";"(learning) output data; master data; cognitive characteristics; (system) environmental data;";---;---;"system; assessment;";"learning management system / virtual learning environment;";"automated collection; self-reporting;";"hybrid;";"system; observation source;";"learning management system / virtual learning environment;";"automated collection; observation;";"implicit;";"constraint-based modeling; ontology;";---
2015;22/06/15;Özyurt, Özcan and Özyurt, Hacer;Learning style based individualized adaptive e-learning environments: Content analysis of the articles published from 2005 to 2014;not specified;44;234;Yes;Yes;No;Yes;Learning style;"personal traits;";"master data;";---;---;---;---;---;---;---;---;---;---;---;---
2014;17/06/15;Descalço, L. and Carvalho, Paula;Using parameterized calculus questions for learning and assessment;higher education;19;5;No;Yes;No;No;---;---;---;---;---;"system; assessment;";"other;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"uncertainty modeling; predictive modeling;";---
2015;23/05/15;Chou, Chih-Yueh and Lai, K. Robert and Chao, Po-Yao and Lan, Chung Hsien and Chen, Tsung-Hsin;Negotiation based adaptive learning sequences: Combining adaptivity and adaptability;not specified;73;51;Yes;Yes;No;No;"performance level; performance history";"resource / assessment data; (learning) behaviour data;";"(learning) output data;";---;---;"system; assessment;";"adaptive learning system;";"self-reporting; assessment-based; automated collection;";"hybrid;";---;---;---;---;"uncertainty modeling; constraint-based modeling;";---
2015;18/03/15;Lucht, Martina and Pharow, Peter and Belonovskaya, Isabella D.;CoALa — A collaborative analysis lab for an identification of user parameters for adaptive e-leaming systems;not specified;16;1;Yes;Yes;No;No;"foreknowledge; knowledge; learning targets; goals; interests; motivation; volition";"personal traits;";"cognitive characteristics; master data; affective & motivational characteristics;";---;---;---;---;---;---;"self-report;";---;"self-reporting;";"explicit;";---;---
2015;03/03/15;Nedungadi, Prema and Remya, M S;Incorporating forgetting in the Personalized, Clustered, Bayesian Knowledge Tracing (PC-BKT) model;not specified;19;29;Yes;No;Yes;No;"knowledge levels; skill levels; performance";"resource / assessment data;";"cognitive characteristics; (learning) output data;";---;---;---;---;---;---;---;---;---;---;---;---
2014;02/03/15;Jones, Aidan and Bull, Susan and Castellano, Ginevra;Open Learner Modelling with a Robotic Tutor;school;5;5;Yes;Yes;No;No;"skill level; domain knowledge; activity";"academic / educational data;";"cognitive characteristics; master data;";---;---;"sensors & wearables; system;";"other;";"automated collection; observation;";"implicit;";---;---;---;---;"constraint-based modeling;";---
2015;01/02/15;Chrysafiadi, Konstantina and Virvou, Maria;Fuzzy Logic for Adaptive Instruction in an E-learning Environment for Computer Programming;not specified;52;98;Yes;Yes;Yes;No;"cognitive state; knowledge level; misconceptions; needs";"(learning) behaviour data; personal traits;";"cognitive characteristics; (learning) output data; master data;";---;- combines an overlay and a three-dimensional (3-D) stereotype models;"system; assessment;";"adaptive learning system;";"assessment-based;";"explicit;";---;---;---;---;"overlay modeling; uncertainty modeling; classification;";Addresses forgetting.
2015;00.01.2015;Muldner, Kasia and Burleson, Winslow;Utilizing sensor data to model students’ creativity in a digital environment;not specified;88;74;No;Yes;No;No;---;---;---;---;---;"system; sensors & wearables;";"intelligent tutor system; other;";"automated collection;";"implicit;";"self-report; assessment;";---;"self-reporting;";"explicit;";"classification; predictive modeling; ";---
2014;06/12/14;Nguyen, Loc;Evaluating adaptive learning model;not specified;2;6;No;No;No;No;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
2014;03/12/14;Nguyen, Loc;A user modeling system for adaptive learning;not specified;13 (fast nur eigene);17;Yes;Yes;No;No;"knowledge; goal; experience; interest; background; learning style; learning history";"personal traits; academic / educational data; demographic & biographic data; (learning) behaviour data;";"cognitive characteristics; master data; (learning) output data;";---;"- combines overlay model and Bayesian network
- hidden Markov model";"system;";"adaptive learning system;";"automated collection; self-reporting;";"hybrid;";---;---;---;---;"uncertainty modeling; overlay modeling;";---
2014;20/10/14;Ait Adda, Samia and Amar, Balla;Enrichment of learner profile through the semantic analysis of the learner's query on the Web;not specified;19;2;No;Yes;No;No;---;---;---;---;---;"external source;";---;"automated collection;";"implicit;";---;---;---;---;---;---
2014;23/09/14;Mohamed, Hager and Ahmad, Nor Bahiah Hj and Shamsuddin, Siti Mariyam Hj;Bijective soft set classification of student's learning styles;not specified;25;5;Yes;Yes;No;No;learning style;"personal traits;";"master data;";---;---;"system; assessment;";"other;";"observation; automated collection; assessment-based;";"hybrid;";---;---;---;---;"classification;";---
2014;11/09/14;Chaturvedi, Ritu and Ezeife, C.I.;Mining Relevant Examples for Learning in ITS Student Models;higher education;8;4;No;Yes;No;No;---;---;---;---;---;"system; assessment;";"intelligent tutor system;";"automated collection; assessment-based;";"hybrid;";---;---;---;---;"classification; predictive modeling;";---
2014;10/09/14;Aballay, Laura N. and Collazos, Cesar A. and Aciar, Silvana V. and González, Carina S.;Adaptation Model Content Based in Cultural Profile into Learning Environment;not specified;3;5;Yes;Yes;No;No;"cultural profile; geographical location; country; language; cultural preferences";"demographic & biographic data; contextual data; academic / educational data;";"master data; (system) environmental data;";---;---;---;---;---;---;"system;";"learning management system / virtual learning environment;";"automated collection;";"implicit;";---;---
2014;27/08/14;Thinakaran, Rajermani and Ali, Rosmah;Review on constraint based modelling in intelligent learning environment;not specified;26;4;Yes;No;No;Yes;"false knowledge; knowledge; skills; errors; misconceptions; learning style; preferences; affective factors; cognitive factors; motivation; meta-cognitive factors";"(learning) behaviour data; personal traits;";"cognitive characteristics; (learning) output data; master data; affective & motivational characteristics; metacognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2014;07/07/14;Alotaibi, Mohammad and Bull, Susan;Discussion around Individual Open Learner Models: Understanding or Copying?;higher education;6;0;Yes;Yes;No;No;"skill; knowledge; misconceptions";"(learning) behaviour data;";"cognitive characteristics; (learning) output data;";---;---;"system; assessment;";"social media; other;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"perturbation modeling;";---
2014;07/07/14;Bull, Susan and Johnson, Matthew D. and Epp, Carrie Demmans and Masci, Drew and Alotaibi, Mohammad and Girard, Sylvie;Formative Assessment and Meaningful Learning Analytics;not specified;10;21;Yes;Yes;No;No;competency;---;"cognitive characteristics;";---;---;"system; assessment;";"other;";"automated collection; assessment-based; third-party reporting;";"hybrid;";---;---;---;---;---;---
2014;07/07/14;Chatti, Mohamed Amine and Dugoija, Darko and Thüs, Hendrik and Schroeder, Ulrik;Learner Modeling in Academic Networks;higher education;8;13;Yes;Yes;No;No;interests;"personal traits;";"master data;";---;---;"external source;";---;"third-party reporting; automated collection;";"implicit;";---;---;---;---;"clustering; predictive modeling;";---
2014;07/07/14;Chrysafiadi, Konstantina and Virvou, Maria;K.E.M.Cs: A set of student's characteristics for modeling in adaptive programming tutoring systems;not specified;33;10;Yes;Yes;Yes;No;"knowledge level; emotions; motivation; cognitive state; errors; misconceptions; prior knowledge";"(learning) behaviour data;";"cognitive characteristics; affective & motivational characteristics; (learning) output data;";---;- combines an overlay model and stereotypes with fuzzy rules and OCC cognitive theories;"system; assessment;";"adaptive learning system;";"automated collection; assessment-based;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"overlay modeling; cognitive theories; uncertainty modeling; classification;";forgetting modeled with fuzzy rules: System infers forgetting if the knowledge level decreases.
2014;07/07/14;Khenissi, Mohamed Ali and Essalmi, Fathi and Jemni, Mohamed and Kinshuk;Learners' Working Memory Capacity Modeling Based on Fuzzy Logic;not specified;8;13;Yes;Yes;No;No;working memory capacity;---;"cognitive characteristics;";---;- fuzzy logic;"system;";"game-based system; other;";"automated collection;";"implicit;";---;---;---;---;"uncertainty modeling;";---
2014;07/07/14;Nesbit, John C. and Adesope, Olusola O. and Liu, Qing and Ma, Wenting;How Effective are Intelligent Tutoring Systems in Computer Science Education?;higher education;32;74;Yes;Yes;No;Yes;---;---;---;---;"- model tracing
- constraint-based modeling
- Bayesian network modeling";---;---;---;---;---;---;---;---;---;---
2014;07/07/14;Alshammari, Mohammad and Anane, Rachid and Hendley, Robert J.;Adaptivity in E-Learning Systems;not specified;60;66;Yes;Yes;No;Yes;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
2014;09/06/14;Al-Rajhi, Laila and Salama, Reda and Gamalel-Din, Shehab;Personalized Intelligent Assessment Model for Measuring Initial Students Abilities;higher education;20;17;Yes;Yes;No;No;"knowledge level; preferences; learning style; student response; personal data; proficiency";"personal traits; interaction data; demographic & biographic data; academic / educational data;";"cognitive characteristics; master data; (social) interaction data;";---;- overlay student model;---;---;---;---;"assessment; system;";"adaptive learning system;";"assessment-based; automated collection;";"hybrid;";"overlay modeling; cognitive theories;";---
2014;01/05/14;Koedinger, Kenneth R. and {McLaughlin;Data-Driven Learner Modeling to Understand and Improve Online Learning: MOOCs and Technology to Advance Learning and Learning Research (Ubiquity Symposium);not specified;23;9;Yes;No;No;No;"interaction data; cognition; metacognition; motivation";"interaction data;";"(social) interaction data; cognitive characteristics; metacognitive characteristics; affective & motivational characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2014;07/04/14;Garkavijs, Viktors and Okamoto, {RIka;GLASE-IRUKA: Gaze Feedback Improves Satisfaction in Exploratory Image Search;not specified;3;2;Yes;Yes;No;No;eye-tracking;"physiological data;";"psychomotor & physiological data;";---;---;"system;";"other;";"automated collection;";"implicit;";---;---;---;---;"predictive modeling;";---
2014;01/04/14;Swertz, Christian and Barberi, Alessandro and Forstner, Alexandra and Schmölz, Alexander and Henning, Peter and Heberle, Florian;A SMS with a KISS. Towards a pedagogical design of a metadata system for adaptive learning pathways;vocational/professional  training;13;6;No;Yes;No;No;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
2014;24/03/14;Seffrin, Henrique M. and Rubi, Geiseane L. and Jaques, Patricia Augustin;A Dynamic Bayesian Network for Inference of Learners' Algebraic Knowledge;school;2;9;Yes;No;No;No;Personal Data;"demographic & biographic data;";"master data;";---;---;---;---;---;---;---;---;---;---;---;---
2014;01/03/14;Wagner, André and Barbosa, Jorge Luis Victória and Barbosa, Débora Nice Ferrari;A model for profile management applied to ubiquitous learning environments;higher education;37;110;Yes;Yes;No;No;preferences;"personal traits;";"master data;";---;- ontology;"system; external source;";"ubiquitous learning environment;";"automated collection;";"implicit;";"self-report;";---;"self-reporting;";"explicit;";"uncertainty modeling; predictive modeling;";---
2014;01/02/14;Clemente, Julia and Ramírez, Jaime and Antonio, Angélica de;Applying a student modeling with non-monotonic diagnosis to Intelligent Virtual Environment for Training/Instruction;not specified;21;38;No;No;Yes;No;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
